"idpub","brdxdy","sexrsp","deatyr","POP57","PI5760","DGLEV","EDYRCM","YRER74","RU024REC","MZ023RER","GI503RE","gu024re","IZ023RER","HD201KD","hi503rea","HU024RE","jz023rer","q1i503rea","Q1U024RE","q1c003re","q1z023rer"
908060,1938,2,2013,4,77,-2,-2,0,0,1,10,0,6,4,-27,-27,0,NA,NA,NA,NA
908061,1939,2,-2,7,-3,-2,-2,0,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
908062,1939,2,2002,4,86,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908066,1940,2,2012,5,64,-2,-2,0,-2,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908074,1939,2,-2,7,57,-2,-2,78,0,10,12,0,4,0,11,-2,3,10,-2,0,0
908076,1939,2,-2,3,47,-2,0,38,0,12,10,0,4,4,9,-2,6,8,-2,1,30
908078,1938,1,-2,2,66,-2,-2,120,-2,3,-2,-2,4,3,-2,-2,2,NA,NA,NA,NA
908079,1938,1,-2,6,238,-2,-2,440,0,10,5,0,6,4,5,-2,4,4,-2,1,6
908084,1939,2,-2,2,32,-2,-3,-3,0,2,7,0,4,2,8,-2,3,6,-2,2,2
908085,1938,1,2010,3,32,-2,-2,110,-2,4,-2,-2,4,NA,NA,NA,NA,NA,NA,NA,NA
908086,1938,1,1992,3,35,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908089,1940,1,1990,6,58,-2,-2,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908097,1939,1,2008,7,98,-2,-2,130,NA,NA,11,0,6,NA,NA,NA,NA,NA,NA,NA,NA
908098,1939,2,-2,3,-3,1,3,0,0,NA,11,0,4,2,6,-2,4,12,-2,1,0
908099,1939,2,-2,2,-3,2,4,2,0,4,5,0,10,2,9,-2,8,6,-2,1,12
908100,1939,1,2009,9,47,-2,-2,0,0,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
908102,1939,1,-2,6,55,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908104,1939,2,-2,5,110,-2,1,21,0,NA,11,0,NA,4,10,-2,NA,6,-2,1,0
908109,1939,2,-2,3,23,2,4,0,0,3,-3,0,6,2,8,1,4,7,-2,1,2
908112,1938,1,-2,9,137,-2,0,0,0,NA,-5,-5,NA,NA,NA,NA,NA,8,-2,-3,0
908115,1939,2,-2,4,29,-2,-2,0,NA,NA,6,0,4,NA,NA,NA,NA,NA,NA,NA,NA
908116,1939,1,-2,5,79,1,2,210,0,0,8,0,NA,5,6,-2,1,5,-2,1,4
908118,1939,1,-2,5,137,3,7,290,-2,3,-2,-2,2,3,-2,-2,5,NA,NA,NA,NA
908120,1938,1,2022,4,145,-2,2,150,-2,4,-2,-2,2,3,-2,-2,-29,NA,NA,NA,NA
908123,1939,1,2011,4,39,2,6,220,0,3,10,0,3,2,8,-2,3,NA,NA,NA,NA
908124,1939,2,2013,2,43,-2,-2,23,5,4,6,6,2,6,7,7,0,NA,NA,NA,NA
908125,1939,2,2020,7,-3,-2,-2,10,6,3,5,0,2,5,5,-2,3,NA,NA,NA,NA
908126,1939,1,-2,3,48,2,4,150,0,NA,11,0,1,1,10,-2,1,4,-2,1,1
908129,1939,2,2014,2,35,-2,-2,0,5,6,NA,NA,4,5,5,-2,NA,NA,NA,NA,NA
908130,1939,1,2013,2,-3,-2,-2,0,0,NA,10,-2,2,NA,NA,NA,NA,NA,NA,NA,NA
908132,1939,2,-2,6,37,-2,1,4,0,5,1,0,4,NA,NA,NA,NA,2,-2,1,1
908136,1938,1,2008,5,77,-2,-2,110,NA,NA,-2,-2,-3,NA,NA,NA,NA,NA,NA,NA,NA
908137,1939,1,-2,9,67,-2,-2,72,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
908138,1938,1,2015,6,51,-2,-2,107,0,4,6,0,8,NA,NA,NA,NA,NA,NA,NA,NA
908139,1939,2,-2,2,45,2,4,57,0,5,12,0,2,2,10,-2,0,12,-2,1,5
908143,1938,1,1987,6,-3,-2,-2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908144,1939,1,1995,6,88,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908152,1939,2,1998,3,21,-2,-2,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908155,1939,1,-2,9,114,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908157,1939,2,2017,7,57,-2,-3,-3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908160,1940,2,-2,2,-3,2,7,197,-2,20,NA,NA,NA,3,-2,-2,5,NA,NA,NA,NA
908162,1939,2,2022,2,24,-2,-2,45,0,2,9,7,0,5,11,2,1,6,-2,1,0
908167,1939,1,-2,2,47,-2,1,0,0,6,10,0,1,3,7,-2,2,6,6,1,3
908169,1939,1,1996,3,31,-2,1,106,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908170,1938,1,-2,4,129,3,6,250,4,1,7,0,3,2,6,-2,2,5,-2,1,1
908171,1939,1,-2,6,45,-2,-2,150,0,0,-5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
908175,1939,2,2019,4,39,-2,-2,24,0,4,8,0,3,3,6,-2,6,NA,NA,NA,NA
908177,1938,1,2014,8,112,-2,2,200,0,4,10,0,2,0,6,-2,4,NA,NA,NA,NA
908179,1939,2,-2,6,45,2,4,0,0,6,6,0,3,3,4,-2,3,4,-2,1,3
908180,1939,2,-2,6,56,-2,1,35,-2,NA,-2,-2,10,4,-2,-2,-29,NA,NA,NA,NA
908181,1938,1,-2,5,17,-2,-2,130,-2,0,-2,-2,4,4,-2,-2,4,NA,NA,NA,NA
908182,1938,1,2022,4,87,-2,-2,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908184,1939,2,-2,7,105,-2,3,0,5,0,9,4,NA,4,10,-2,2,8,4,3,0
908189,1939,1,-2,3,58,-2,1,180,6,2,0,7,NA,6,5,5,NA,6,-2,2,0
908191,1939,2,2012,2,61,2,4,55,0,5,10,0,6,2,11,-2,3,NA,NA,NA,NA
908193,1938,2,-2,2,43,-2,1,0,0,4,6,0,5,4,8,-2,7,5,6,1,1
908194,1939,2,-2,6,41,-2,-2,43,-2,2,8,0,-3,2,11,-2,0,8,-2,1,2
908195,1939,1,-2,2,71,-2,-2,150,0,0,6,0,0,4,6,-2,-29,5,6,3,0
908198,1939,2,-2,6,96,2,4,12,0,3,10,0,1,4,8,-2,3,6,-2,1,2
908202,1939,2,2005,6,106,-2,-2,115,5,6,7,0,6,NA,NA,NA,NA,NA,NA,NA,NA
908205,1939,2,2021,2,59,-2,-2,25,0,8,10,0,6,2,7,-2,10,5,-2,1,2
908207,1939,2,1994,7,-3,2,6,60,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908208,1939,2,-2,9,76,2,4,0,6,1,10,6,0,4,6,-2,0,7,-2,1,0
908211,1939,2,2017,2,21,-2,-2,40,0,2,11,0,4,5,6,-2,4,NA,NA,NA,NA
908212,1938,2,-2,6,46,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908240,1939,1,2018,5,64,-2,-2,130,-2,NA,NA,NA,NA,5,-2,-2,NA,NA,NA,NA,NA
908241,1939,1,2005,2,12,-2,-3,-3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908246,1938,1,2010,3,-3,-2,-2,120,0,4,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA
908248,1940,1,2012,4,31,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908250,1938,1,-2,2,52,-2,-2,150,-2,3,-2,-2,1,2,-2,-2,3,NA,NA,NA,NA
908252,1940,2,-2,9,85,3,6,156,6,4,11,4,5,0,8,-2,7,6,-2,1,0
908255,1939,1,-2,4,998,-2,1,148,0,5,9,0,2,3,5,-2,2,5,4,1,3
908258,1939,1,-2,2,33,-2,-2,140,-2,5,-2,-2,8,5,-2,-2,0,NA,NA,NA,NA
908266,1939,2,-2,7,59,-2,-2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908271,1939,2,-2,3,25,-2,-2,0,6,4,12,0,3,3,9,-2,-29,5,4,1,1
908276,1939,2,2010,9,28,3,6,95,0,4,7,0,NA,0,6,-2,NA,NA,NA,NA,NA
908277,1939,1,2004,4,-3,-2,-3,-3,0,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
908281,1939,1,1972,4,72,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908283,1939,1,1972,3,6,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908286,1938,1,-2,8,71,-2,-2,135,0,3,1,0,1,2,6,-2,2,0,-2,1,4
908288,1939,1,2021,9,253,-2,3,270,0,5,11,0,12,4,10,-2,8,NA,NA,NA,NA
908290,1939,2,-2,9,125,-2,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908294,1939,2,-2,5,-3,-2,1,105,-2,3,10,3,0,3,9,-2,10,10,-2,1,0
908296,1939,2,-2,3,-3,-2,-2,75,0,6,12,0,5,3,5,-2,3,10,-2,0,3
908298,1938,2,-2,9,32,-2,-2,0,4,NA,0,0,10,3,0,-2,2,-2,-2,1,0
908301,1939,1,2016,9,80,-2,-2,110,-2,NA,-2,-2,8,3,-2,-2,4,NA,NA,NA,NA
908302,1937,1,2022,4,53,-2,-2,140,0,NA,-5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
908303,1939,2,-2,2,48,-2,-2,75,0,4,6,0,10,6,4,-2,-29,5,-2,3,0
908308,1939,2,2003,3,66,-2,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908319,1939,2,-2,2,44,-2,-2,12,0,4,5,0,0,2,-30,-30,3,0,-2,2,0
908321,1939,1,-2,6,68,-2,-2,53,-2,3,-2,-2,2,3,-2,-2,-29,NA,NA,NA,NA
908322,1939,1,-2,7,92,2,4,220,-2,4,-2,-2,4,2,-2,-2,2,NA,NA,NA,NA
908323,1939,1,-2,4,73,-2,1,120,0,2,6,0,0,3,5,-2,0,0,-2,1,0
908328,1938,2,1980,4,-3,-2,-2,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908329,1939,1,-2,6,114,3,7,98,-2,NA,-2,-2,5,1,-2,-2,1,NA,NA,NA,NA
908332,1939,1,-2,3,34,-2,-2,130,0,3,7,0,3,NA,NA,NA,NA,NA,NA,NA,NA
908336,1939,2,2006,9,15,-2,0,0,0,NA,11,-2,5,NA,NA,NA,NA,NA,NA,NA,NA
908342,1939,2,2017,2,69,-2,2,45,0,NA,11,0,NA,5,6,-2,0,NA,NA,NA,NA
908344,1938,2,2003,6,41,-2,-2,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908350,1939,1,2014,3,64,-2,-2,117,-2,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
908356,1939,2,-2,4,60,-2,-2,19,0,4,6,-2,6,3,4,-2,-29,2,5,1,4
908359,1938,1,-2,5,52,-2,-2,118,-2,0,6,0,0,5,7,-2,0,NA,NA,NA,NA
908360,1939,2,-2,2,13,-2,-2,0,-2,3,-2,-2,2,2,-2,-2,2,NA,NA,NA,NA
908361,1939,2,-2,3,37,-2,-2,0,0,4,5,0,3,2,6,-2,4,6,-2,1,0
908363,1939,1,-2,4,125,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908370,1939,2,-2,2,3,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908372,1938,2,1997,2,-3,-2,-2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908373,1939,2,-2,9,88,-2,3,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908377,1939,2,-2,5,69,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908381,1939,1,-2,3,15,-2,-2,110,0,3,9,0,4,3,8,-2,-29,8,-2,1,0
908390,1939,2,2013,4,-3,-2,-2,0,-2,6,-2,-2,2,7,-2,-2,-29,NA,NA,NA,NA
908392,1939,2,-2,8,-3,2,6,0,0,0,10,0,4,4,6,-2,2,5,-2,1,1
908394,1939,1,2016,2,45,-2,-2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908397,1939,1,-2,9,91,-2,1,197,0,4,9,0,12,4,7,-2,12,6,-2,2,16
908404,1939,1,-2,2,29,-2,-3,-3,0,2,5,0,1,4,7,-2,2,4,-2,2,0
908406,1938,1,-2,6,47,-2,-2,120,0,4,9,0,4,0,3,-2,4,0,-2,1,1
908411,1939,2,-2,4,45,-2,-2,0,0,4,11,0,1,4,9,-2,2,8,-2,2,4
908414,1938,2,-2,6,67,-2,-2,62,0,0,-3,0,1,NA,NA,NA,NA,NA,NA,NA,NA
908416,1939,2,-2,2,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908417,1938,1,2020,2,39,-2,1,150,-2,NA,-2,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
908424,1939,2,-2,5,39,-2,-2,0,-2,2,-2,-2,20,NA,NA,NA,NA,NA,NA,NA,NA
908430,1939,2,1994,4,-3,-2,-2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908431,1939,2,-2,7,98,-2,2,12,2,1,7,3,1,2,8,-2,1,-2,5,2,0
908433,1939,2,-2,4,57,-2,-2,0,-2,2,-2,-2,1,NA,NA,NA,NA,NA,NA,NA,NA
908436,1939,2,-2,7,59,-2,-2,35,-2,6,-2,-2,3,2,-2,-2,NA,NA,NA,NA,NA
908446,1939,2,2020,3,26,-2,-2,9,-2,2,-2,-2,2,3,-2,-2,4,NA,NA,NA,NA
908449,1939,1,2009,4,-3,2,4,125,-2,3,-2,-2,4,NA,NA,NA,NA,NA,NA,NA,NA
908450,1938,2,-2,2,33,-2,-2,0,-2,NA,NA,NA,-3,3,-2,-2,NA,NA,NA,NA,NA
908451,1939,1,-2,2,21,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908456,1939,2,-2,7,86,3,5,145,7,8,10,7,4,3,5,-2,3,5,5,3,0
908458,1939,2,-2,6,-3,-2,-2,15,0,NA,0,0,8,3,10,3,6,7,-2,1,0
908461,1939,2,2013,6,57,-2,-2,45,5,2,6,0,0,4,0,-2,0,NA,NA,NA,NA
908462,1938,2,-2,3,18,-2,-2,0,5,NA,11,0,NA,9,9,-2,NA,0,-2,1,3
908463,1939,1,-2,7,-3,2,4,230,NA,NA,10,0,6,5,6,-2,3,6,-2,2,8
908464,1939,2,2022,5,220,-2,1,0,0,20,-3,0,4,NA,NA,NA,NA,NA,NA,NA,NA
908465,1938,1,1999,3,33,-2,2,155,-2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908466,1939,2,-2,8,45,-2,-2,90,-2,1,-2,-2,4,2,-2,-2,10,NA,NA,NA,NA
908470,1939,1,-2,4,36,-2,-2,110,0,10,10,-2,4,2,8,-2,3,6,4,1,0
908472,1939,1,-2,2,32,4,12,285,0,3,6,0,2,1,6,-2,NA,NA,NA,NA,NA
908474,1938,1,-2,7,-3,-2,-2,0,0,5,-5,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
908476,1939,2,-2,8,-3,-2,-2,0,0,4,10,0,5,3,6,-2,2,4,5,1,4
908480,1939,2,-2,9,79,2,4,1,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA
908481,1939,1,-2,9,89,-2,2,500,0,2,10,0,4,3,10,-2,2,0,-2,1,2
908482,1939,2,2020,3,36,2,5,114,0,2,6,0,3,0,9,-2,10,NA,NA,NA,NA
908484,1939,2,-2,3,57,-2,1,40,0,NA,6,0,2,4,-30,-30,4,NA,NA,NA,NA
908488,1939,1,2021,3,39,-2,-2,120,7,NA,6,6,0,2,6,-2,-29,NA,NA,NA,NA
908493,1939,2,-2,4,29,2,4,86,0,3,4,0,6,5,1,-2,4,0,-2,1,30
908494,1939,1,2014,9,76,-2,1,140,0,2,8,3,2,2,10,-2,0,NA,NA,NA,NA
908500,1939,2,-2,3,59,2,4,18,-2,1,-2,-2,2,2,-2,-2,6,7,-2,1,6
908501,1939,1,-2,2,58,2,4,260,-2,4,-2,-2,0,2,-2,-2,1,NA,NA,NA,NA
908502,1939,1,-2,4,22,-2,-2,140,-2,1,-2,-2,0,3,-2,-2,2,8,-2,1,10
908503,1939,1,1996,5,70,-2,2,120,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908507,1939,1,2017,3,43,-2,-2,159,-2,3,-2,-2,6,4,-2,-2,5,NA,NA,NA,NA
908512,1939,1,-2,7,85,-2,-2,170,0,3,10,0,3,3,7,-2,3,0,-2,1,8
908521,1939,1,-2,7,28,-2,-2,130,0,0,6,0,4,3,10,-2,0,0,6,1,8
908524,1940,2,-2,9,-3,2,4,0,2,2,10,0,1,3,8,-2,1,12,-2,1,0
908532,1938,1,2003,3,23,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908534,1937,2,-2,2,15,-2,-2,24,-3,NA,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA
908543,1939,1,2016,5,43,-2,-2,350,0,0,0,-2,5,2,8,-2,4,NA,NA,NA,NA
908545,1938,1,2005,3,28,-2,-2,80,0,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
908547,1939,2,-2,6,24,-2,-2,50,0,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
908555,1938,1,-2,4,27,-2,-2,120,0,2,3,0,1,1,7,-2,-29,1,-2,1,2
908556,1940,2,-2,3,54,-2,-2,28,0,4,NA,NA,2,4,6,-2,4,NA,NA,NA,NA
908557,1939,2,-2,2,36,2,4,0,0,2,8,0,0,3,7,-2,14,6,-2,1,10
908558,1939,1,2021,2,-3,-2,-3,-3,0,20,11,0,12,4,6,-2,4,4,5,1,0
908559,1937,1,2017,2,19,-2,-2,119,6,0,2,0,4,5,-27,-27,0,NA,NA,NA,NA
908560,1939,2,2021,2,60,-2,-2,51,0,NA,7,0,3,NA,NA,NA,NA,NA,NA,NA,NA
908569,1939,1,2005,2,31,-2,0,116,0,8,6,0,4,NA,NA,NA,NA,NA,NA,NA,NA
908571,1939,2,-2,3,31,-2,-2,65,0,4,9,0,0,3,8,-2,4,7,-2,1,0
908582,1939,1,2021,9,93,3,7,955,0,2,-3,0,2,3,8,-2,3,NA,NA,NA,NA
908585,1939,2,-2,9,-3,3,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908587,1939,2,-2,7,-3,3,5,200,-2,3,-2,-2,0,2,-2,-2,1,NA,NA,NA,NA
908596,1939,2,-2,9,50,-2,-2,40,0,6,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA
908598,1938,1,2019,3,-3,-2,-2,170,0,25,4,0,4,6,0,-2,NA,NA,NA,NA,NA
908604,1939,2,-2,5,103,-2,-2,16,-2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
908606,1939,2,-2,7,-3,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908607,1939,1,2017,2,42,-2,-2,120,0,2,6,0,1,2,4,-2,0,NA,NA,NA,NA
908612,1938,1,2019,3,117,-2,1,120,-2,1,-2,-2,2,8,-2,-2,2,NA,NA,NA,NA
908614,1939,1,-2,3,68,-2,-3,-3,-2,NA,0,0,5,3,-2,-2,NA,0,-2,1,2
908617,1938,2,-2,2,44,-2,-2,0,0,NA,10,0,-3,2,5,-2,2,0,-2,1,5
908618,1939,1,2000,4,31,-2,-2,90,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908619,1939,1,2002,3,9,-2,-2,0,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908627,1939,1,-2,7,55,-2,-2,137,0,1,4,0,NA,3,0,-2,NA,4,-2,1,2
908629,1939,2,-2,4,53,-2,-2,0,3,1,11,3,3,4,8,-2,NA,NA,NA,NA,NA
908633,1939,2,-2,3,77,2,4,0,5,3,12,6,2,3,8,-2,3,6,-2,1,1
908635,1939,1,-2,3,50,-2,-2,150,0,2,4,0,4,4,4,-2,4,0,-2,1,6
908636,1940,2,2010,4,-3,-2,0,11,-2,NA,12,6,-3,NA,NA,NA,NA,NA,NA,NA,NA
908637,1939,2,2022,7,101,2,4,0,-2,12,-2,-2,12,1,-2,-2,12,NA,NA,NA,NA
908641,1939,1,-2,4,43,-2,-3,-3,0,1,8,0,0,2,10,-2,0,4,-2,1,0
908642,1939,1,2013,3,47,-2,-2,110,0,2,8,5,0,3,0,-2,NA,NA,NA,NA,NA
908644,1939,2,-2,9,87,-2,-2,35,0,2,10,4,4,3,6,-2,8,10,-2,1,3
908647,1938,1,2014,8,120,2,4,120,5,3,4,0,2,5,6,-2,NA,NA,NA,NA,NA
908652,1938,2,1998,9,58,-2,-2,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908653,1939,1,2021,4,71,2,5,140,0,NA,6,0,3,5,6,-2,NA,NA,NA,NA,NA
908655,1939,1,-2,6,73,-2,-2,120,0,10,7,0,3,3,7,-2,6,5,5,1,20
908656,1939,2,-2,4,66,-2,-2,0,-2,4,5,0,2,3,2,2,5,-2,-2,1,2
908661,1939,1,-2,6,64,-2,5,185,0,NA,8,0,0,1,6,-2,-29,4,-2,2,4
908664,1939,2,-2,2,59,-2,-2,7,-2,2,-2,-2,3,5,-2,-2,2,NA,NA,NA,NA
908665,1939,2,2013,4,44,-2,1,110,-2,0,-2,-2,2,4,-2,-2,1,NA,NA,NA,NA
908667,1938,1,-2,6,56,1,2,0,0,2,6,0,2,4,7,-2,-29,9,-2,1,12
908671,1939,1,-2,3,23,-2,-2,200,0,8,8,0,6,3,5,-2,3,7,-2,1,20
908672,1939,2,-2,4,52,-2,0,39,0,2,-3,0,2,NA,NA,NA,NA,8,-2,1,1
908675,1938,2,2018,3,45,-2,-2,0,-2,2,-2,-2,4,5,-2,-2,10,NA,NA,NA,NA
908676,1939,2,-2,3,22,-2,-3,-3,-2,1,-2,-2,-3,NA,NA,NA,NA,NA,NA,NA,NA
908678,1938,1,2010,4,40,-2,-3,-3,0,1,8,0,3,NA,NA,NA,NA,NA,NA,NA,NA
908683,1939,1,2019,2,214,2,12,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908687,1938,1,-2,5,68,2,6,0,-2,NA,-2,-2,-3,NA,NA,NA,NA,NA,NA,NA,NA
908688,1939,1,2010,5,75,-2,-2,207,0,1,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA
908690,1939,1,-2,6,49,-2,-2,150,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908698,1938,2,-2,4,33,-2,-2,35,NA,NA,NA,NA,-3,NA,NA,NA,NA,NA,NA,NA,NA
908699,1939,2,2022,6,-3,-2,-3,-3,0,NA,10,0,4,5,12,-2,NA,NA,NA,NA,NA
908703,1939,2,-2,6,127,3,6,110,0,8,6,0,12,2,0,-2,8,6,-2,1,0
908705,1939,1,2014,2,53,-2,-2,240,0,2,9,0,NA,3,10,-2,1,NA,NA,NA,NA
908706,1939,2,2020,4,60,-2,-2,0,-2,3,-2,-2,2,2,-2,-2,-29,NA,NA,NA,NA
908709,1938,1,1994,6,132,2,4,65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908714,1939,2,1987,2,58,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908718,1939,1,-2,7,15,2,4,191,0,4,4,0,NA,3,-2,-2,3,6,-2,1,5
908722,1939,1,-2,7,-3,-2,2,130,0,2,6,0,4,4,10,-2,0,8,-2,2,2
908730,1939,2,2021,5,48,2,5,0,0,5,9,0,4,3,8,-2,10,10,-2,1,0
908737,1939,2,2010,4,38,-2,-2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908745,1939,2,-2,6,81,-2,-2,0,0,10,9,0,4,4,6,-2,4,0,-2,1,6
908751,1939,1,2012,2,76,-2,-2,130,0,0,9,-2,1,NA,NA,NA,NA,NA,NA,NA,NA
908753,1939,2,2007,4,66,2,4,0,0,2,8,0,2,NA,NA,NA,NA,NA,NA,NA,NA
908755,1939,1,-2,4,47,-2,-2,14,0,2,NA,NA,NA,5,2,-2,4,NA,NA,NA,NA
908759,1939,2,-2,3,24,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908768,1939,1,2018,4,65,-2,-2,125,0,4,2,0,3,4,5,-2,-29,NA,NA,NA,NA
908770,1939,2,1980,9,27,-2,-2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908775,1939,2,2016,6,85,2,4,30,5,8,9,2,10,3,6,-2,2,NA,NA,NA,NA
908778,1939,2,-2,2,46,-2,-2,1,0,2,9,0,2,NA,NA,NA,NA,NA,NA,NA,NA
908782,1939,1,-2,9,78,-2,2,160,5,5,6,6,1,0,9,-2,28,NA,NA,NA,NA
908783,1937,1,2005,2,23,-3,-3,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908785,1939,2,-2,3,45,-2,-2,75,-2,4,0,0,2,1,5,-2,6,4,6,1,2
908786,1939,1,-2,5,70,-2,-2,170,4,NA,9,-2,1,NA,NA,NA,NA,NA,NA,NA,NA
908787,1937,1,2013,4,-3,-2,-2,165,0,4,9,3,2,2,10,4,2,NA,NA,NA,NA
908797,1939,1,-2,9,98,2,6,180,0,7,10,0,3,0,8,-2,15,6,-2,1,15
908798,1939,1,-2,4,39,-2,-2,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908800,1939,2,2013,2,4,-2,-2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908803,1939,2,2017,6,131,3,6,121,-2,4,-2,-2,2,0,-2,-2,2,NA,NA,NA,NA
908805,1939,1,2012,6,67,-2,1,140,0,3,3,0,2,1,5,-2,NA,NA,NA,NA,NA
908807,1939,2,2013,2,36,-2,-2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908811,1939,1,-2,4,-3,-2,-2,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
908812,1939,2,2014,5,-3,2,5,27,-2,NA,-2,-2,2,2,-2,-2,3,NA,NA,NA,NA
908813,1939,2,2010,6,51,-2,-2,14,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
908822,1938,2,-2,8,51,-2,-2,2,0,NA,NA,NA,12,2,0,-2,1,NA,NA,NA,NA
908823,1939,2,-2,5,40,-2,1,0,-2,NA,-2,-2,4,5,-2,-2,0,8,-2,1,2
908827,1939,2,2015,6,105,-2,1,80,5,2,7,4,2,0,10,5,4,NA,NA,NA,NA
908828,1939,1,-2,4,100,4,7,360,0,4,12,0,8,2,8,-2,2,11,-2,1,0
